,text_length,text_sentiment_polarity,text_sentiment_subjectivity,text_theme_patriotism,text_theme_freedom,text_theme_war,text_theme_peace,text_theme_nature,text_theme_religion,image_color_count,image_red_dominance,image_green_dominance,image_blue_dominance,image_brightness,image_complexity,audio_duration,audio_tempo,audio_energy,audio_pitch_mean,audio_pitch_std,audio_volume
cr,105,0.3092532467532467,0.5324675324675325,2.857142857142857,0.0,0.9523809523809524,1.9047619047619049,2.857142857142857,0.0,19,0.3554939066679877,0.3290894679480828,0.31541662538392945,0.4155421748751995,4510.257309733004,110.00163265306122,103.359375,0.071468845,1104.893,813.8438,0.057214674
cn,60,0.5226401589133522,0.46090909090909093,1.6666666666666667,0.0,3.3333333333333335,0.0,0.0,0.0,2,0.6063960639606396,0.34809348093480935,0.04551045510455105,0.5313725490196078,65.1766829472013,43.96408163265306,105.46875,0.12146559,1423.4331,972.72656,0.09686275
ve,199,0.20222222222222222,0.6355555555555555,3.5175879396984926,0.5025125628140703,0.0,0.5025125628140703,0.0,4.522613065326634,4,0.43323262839879156,0.311178247734139,0.2555891238670695,0.5408496732026145,124.2095004417939,90.8538775510204,90.66611842105263,0.077297494,1330.405,923.6722,0.061805636
al,50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,131.33925536563697,65.95918367346938,95.703125,0.11116227,1114.07,821.8037,0.08958335
vg,147,0.4130681818181818,0.5666666666666667,1.3605442176870748,0.0,0.0,0.6802721088435374,2.0408163265306123,0.6802721088435374,9,0.42726464235802314,0.34862152204294244,0.22411383559903442,0.48994708994709,865.4397726011903,107.18040816326531,129.19921875,0.05354549,1169.6062,831.195,0.043297406
ru,113,0.4506510416666667,0.6140625000000001,2.6548672566371683,0.8849557522123894,0.0,0.0,3.5398230088495577,1.7699115044247788,3,0.37480190174326466,0.27416798732171155,0.3510301109350238,0.5498910675381263,22.912878474779202,67.99673469387756,147.65625,0.08600254,1288.167,930.84143,0.06890942
mu,41,0.4666666666666666,0.7666666666666666,4.878048780487805,2.4390243902439024,0.0,2.4390243902439024,4.878048780487805,2.4390243902439024,4,0.4249174917491749,0.3712871287128713,0.2037953795379538,0.396078431372549,29.393876913398138,58.775510204081634,135.99917763157896,0.09132814,1350.0571,926.5719,0.07325503
jp,33,-0.014062500000000006,0.42604166666666665,0.0,0.0,0.0,3.0303030303030303,0.0,0.0,2,0.4438877755511022,0.25551102204408815,0.30060120240480964,0.6522875816993464,18.439088914585774,58.69714285714286,126.04801829268293,0.08582651,967.5455,725.4689,0.06944117
ms,110,0.43200000000000005,0.618,1.8181818181818181,0.9090909090909091,0.0,0.9090909090909091,2.727272727272727,2.727272727272727,11,0.4003587443946188,0.3284304932735426,0.27121076233183855,0.42868127643214154,490.5894413865835,103.16374149659863,126.04801829268293,0.048309207,1140.7726,795.7597,0.039107244
gw,106,0.17161627435064933,0.42499999999999993,3.7735849056603774,0.0,0.9433962264150944,2.8301886792452833,5.660377358490567,0.0,4,0.46974358974358976,0.39384615384615385,0.13641025641025642,0.31862745098039214,78.4219357067906,60.65632653061225,114.84375,0.08112416,1337.6122,931.4411,0.06523441
ni,66,0.0,0.0,0.0,0.0,0.0,1.5151515151515151,1.5151515151515151,0.0,28,0.4190603888401836,0.3727502449590016,0.20818936620081482,0.5069542483660131,2362.997249257815,60.31673469387755,93.96306818181819,0.051742543,1139.3201,845.9951,0.04152957
ne,157,0.3251851851851852,0.6248148148148149,3.1847133757961785,0.6369426751592357,3.1847133757961785,1.910828025477707,2.547770700636943,0.0,3,0.4417026526835287,0.36705737199259714,0.19123997532387416,0.5297385620915032,32.68026927673638,93.60795918367347,120.18531976744185,0.042804804,1226.0667,914.6145,0.034445345
bg,53,0.4000000000000001,0.5666666666666667,1.8867924528301887,0.0,0.0,0.0,11.320754716981133,0.0,3,0.3621621621621622,0.3420849420849421,0.29575289575289576,0.5642701525054467,22.912878474779202,73.40408163265306,126.04801829268293,0.07429919,1208.2797,888.20544,0.059720997
cd,110,0.38416666666666666,0.6608333333333333,3.6363636363636362,1.8181818181818181,0.0,1.8181818181818181,0.9090909090909091,0.0,3,0.4037433155080214,0.3181818181818182,0.27807486631016043,0.48888888888888893,29.29163703175362,89.05142857142857,105.46875,0.0749243,1188.4341,822.0193,0.059949208
hu,350,0.08369565217391303,0.567391304347826,2.0,0.2857142857142857,2.2857142857142856,0.0,2.2857142857142856,0.2857142857142857,3,0.3993993993993994,0.3063063063063063,0.29429429429429427,0.5803921568627451,22.912878474779202,93.28326530612244,120.18531976744185,0.06400888,918.66943,660.5568,0.05165723
ca,61,0.32916666666666666,0.7041666666666667,1.639344262295082,3.278688524590164,0.0,0.0,3.278688524590164,1.639344262295082,2,0.445290199809705,0.28353948620361563,0.27117031398667935,0.6869281045751634,35.24202037341219,78.96816326530612,126.04801829268293,0.11817029,1225.9077,864.5095,0.095009826
nr,58,0.48333333333333334,0.5833333333333334,1.7241379310344827,0.0,0.0,3.4482758620689653,3.4482758620689653,0.0,3,0.35966149506346967,0.34978843441466856,0.29055007052186177,0.6178649237472766,37.986839826445156,78.86367346938775,129.19921875,0.121755674,1168.4338,834.7471,0.09828443
kg,93,0.22083333333333333,0.5633333333333334,0.0,3.225806451612903,0.0,1.0752688172043012,4.301075268817205,1.0752688172043012,2,0.6096654275092936,0.322180916976456,0.06815365551425032,0.5274509803921569,161.40012391568973,123.32408163265306,132.51201923076923,0.13564937,1230.967,882.6848,0.10966555
ck,28,0.5,0.6,0.0,3.571428571428571,0.0,3.571428571428571,7.142857142857142,3.571428571428571,3,0.39418526031102097,0.2805949966193374,0.32521974306964163,0.6444444444444445,147.07141122597554,65.46285714285715,99.38401442307692,0.10989254,1174.2987,860.266,0.08835031
me,136,0.4375,0.7749999999999999,1.4705882352941175,0.0,0.0,0.7352941176470588,2.2058823529411766,0.0,9,0.48486822623630443,0.3730530056262955,0.14207876813740006,0.5255213196389668,2291.919719361915,125.67510204081633,93.96306818181819,0.11751926,1001.9231,781.0767,0.09433603
mh,57,0.2125,0.6125,0.0,0.0,0.0,0.0,7.017543859649122,1.7543859649122806,3,0.35943579766536965,0.32684824902723736,0.313715953307393,0.6718954248366013,101.78408519999579,138.34448979591838,129.19921875,0.09415292,974.2589,698.4373,0.07607626
sr,88,0.42000000000000004,0.6900000000000001,2.272727272727273,1.1363636363636365,2.272727272727273,1.1363636363636365,3.4090909090909087,2.272727272727273,4,0.42771084337349397,0.3602409638554217,0.21204819277108433,0.542483660130719,34.058772731852805,55.04,114.84375,0.09602538,1001.6636,719.5088,0.07773609
sl,183,0.42038095238095236,0.6910476190476191,0.546448087431694,0.546448087431694,0.0,1.092896174863388,2.185792349726776,1.639344262295082,3,0.21173848439821694,0.4086181277860327,0.37964338781575035,0.5864923747276689,22.912878474779202,46.13224489795918,90.66611842105263,0.075509936,1347.3904,961.00165,0.06041651
bh,73,0.08212121212121212,0.48,1.36986301369863,0.0,0.0,2.73972602739726,0.0,0.0,2,0.449317738791423,0.2651072124756335,0.2855750487329435,0.6705882352941176,21.02379604162864,49.371428571428574,105.46875,0.08493218,1313.2358,920.1454,0.06790148
fm,79,0.35,0.55,0.0,0.0,0.0,1.2658227848101267,7.59493670886076,0.0,2,0.2903981264637002,0.33801717408274784,0.37158469945355194,0.8372549019607843,92.49864863877742,35.70938775510204,123.046875,0.080705255,1059.0552,759.3196,0.06517863
ge,46,0.30000000000000004,0.44166666666666665,0.0,6.521739130434782,0.0,0.0,6.521739130434782,2.1739130434782608,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,94.29740187301027,85.73387755102041,129.19921875,0.051349014,1031.1915,731.8387,0.041424282
