spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_mean,rms_std,tempo,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,chroma1_mean,chroma1_std,chroma2_mean,chroma2_std,chroma3_mean,chroma3_std,chroma4_mean,chroma4_std,chroma5_mean,chroma5_std,chroma6_mean,chroma6_std,chroma7_mean,chroma7_std,chroma8_mean,chroma8_std,chroma9_mean,chroma9_std,chroma10_mean,chroma10_std,chroma11_mean,chroma11_std,chroma12_mean,chroma12_std,file_id,filename,station_name,genre
2291.4581499163073,478.7010461993846,5155.185493965267,963.4076386336885,2631.875128385987,183.0625174719657,0.07912234846652477,0.031050605916959125,0.1172033,0.039039735,[117.45383523],-98.19577,25.989525,87.12492,15.497845,4.512924,10.314677,19.833881,8.987867,7.7811837,9.677791,11.130631,8.176114,3.9967983,7.6672173,3.7712183,7.507986,2.3280165,7.734626,3.3135571,6.9569554,-4.5352535,6.425312,-1.9117486,6.4695444,-6.3687286,6.3839297,0.2686703,0.1826676,0.45623788,0.31033355,0.23954913,0.17060924,0.2548977,0.19697443,0.43530557,0.33622813,0.3712169,0.16984919,0.7019258,0.35665232,0.33078918,0.15692976,0.3538745,0.2588375,0.22815616,0.1647629,0.18632473,0.15117747,0.32854775,0.3108227,21,021_SomaFM_Groove_20250308_220725.mp3,SomaFM_Groove,Electronic
2527.0463338765494,661.3787792978402,5396.009037738245,1375.08967635234,2595.4340533921295,334.68940478249806,0.10204397857004643,0.04165751317870128,0.19124685,0.04894288,[95.703125],-51.40008,34.327545,77.68419,23.011627,-7.4041753,13.414596,31.473288,10.668765,9.714015,9.204167,9.551425,8.722203,8.568736,8.349721,20.931252,8.908587,2.9598527,7.057252,5.778175,6.896973,-0.9238514,6.745071,5.534304,6.9191284,1.2540005,6.6168237,0.33219308,0.21243064,0.2814495,0.2155591,0.5002534,0.3046379,0.3966058,0.27474365,0.42377603,0.24632625,0.34716415,0.20072064,0.58535266,0.2561095,0.70446825,0.30807534,0.5413726,0.21260425,0.58468425,0.28629687,0.43070942,0.209074,0.56910527,0.254436,22,022_SomaFM_Indie_20250308_220840.mp3,SomaFM_Indie,Indie
1567.7600695605868,616.8649039976909,2713.0835943546826,1152.4252789082036,1475.9448617341595,454.13303870370316,0.09105500495839783,0.06113587452921449,0.10338812,0.07435173,[69.83741554],-207.58528,72.426025,118.24486,33.95755,-37.948948,46.145874,22.458302,17.972893,15.639493,29.240356,0.12808937,18.293959,-10.583333,26.533163,8.637837,9.3211355,2.3938267,11.716711,0.35332128,8.723875,1.8718617,9.940898,1.1310759,8.326632,1.0352246,8.038064,0.4974019,0.30314833,0.5073058,0.31750965,0.5589546,0.35026032,0.49171022,0.29099953,0.31024542,0.19776927,0.35744867,0.29693905,0.20681441,0.18340836,0.25534406,0.24631637,0.3096081,0.27162093,0.44444346,0.30980742,0.43133336,0.31341425,0.3714986,0.22586189,23,023_SomaFM_Ambient_20250308_220942.mp3,SomaFM_Ambient,Ambient
3083.9883458289883,983.880661593364,7054.707341149865,1570.2151363470812,3059.7191211165464,430.5895866148251,0.136335154435952,0.11495064444554468,0.1467557,0.055866826,[151.99908088],-109.9734,97.50344,64.28223,33.48738,26.344286,25.668087,21.053616,13.920201,14.677825,17.4741,14.734757,13.047991,4.866469,15.076281,9.837428,9.72477,4.8794756,7.857262,0.44158906,7.440445,-3.763969,7.604809,5.691088,6.5507226,-1.936147,7.6436577,0.5104194,0.3043529,0.45113626,0.24699458,0.43603694,0.2566829,0.43364003,0.26636922,0.48019084,0.31962708,0.45100388,0.25378135,0.6304557,0.29910547,0.49084955,0.27737212,0.30869,0.20605205,0.34842032,0.25410333,0.42310855,0.26915976,0.5292239,0.28873467,24,024_SomaFM_Lounge_20250308_221007.mp3,SomaFM_Lounge,Electronic
2817.1696574393222,857.3416232092975,6216.737408239406,1895.5540669692555,2836.465282420438,488.05487114255726,0.11884924354198917,0.06281743603704662,0.1441469,0.05298584,[151.99908088],-90.59057,90.49158,69.90861,33.88674,10.14199,20.604254,28.689846,14.539646,19.683947,12.4439125,14.402912,10.508549,2.3045394,10.126005,10.154601,9.9314995,2.3241115,8.2024975,0.19096048,6.8275366,-4.0963454,6.7290225,4.746767,6.68678,0.27360946,6.5573034,0.4332986,0.28411543,0.4993495,0.26177245,0.5501657,0.28494155,0.48316836,0.26580986,0.5033561,0.3084405,0.45040545,0.27715838,0.50762224,0.30073765,0.42138058,0.30294433,0.33337975,0.22124146,0.36413527,0.24079095,0.40018484,0.26566407,0.49319983,0.31662726,25,025_SomaFM_Lounge_20250308_221037.mp3,SomaFM_Lounge,Electronic
2929.399912348998,686.4700828413049,7253.431139494243,1450.6039987978743,3192.292314305734,331.22484954484133,0.09840719028154024,0.04102274906746569,0.16240975,0.027954131,[151.99908088],-70.40138,40.79535,75.78355,22.032637,21.560764,11.527339,20.956257,9.916534,23.61278,12.067567,9.437084,9.816817,8.075017,10.236727,4.8723207,7.3005934,3.0866961,7.0547557,-2.4170394,6.4532123,-4.1723394,6.520442,2.344441,6.0082474,-4.5335093,6.4650807,0.5138309,0.3037412,0.35969058,0.19298199,0.32219574,0.1776691,0.31507188,0.20473196,0.38918558,0.30430913,0.3961492,0.23855835,0.71559465,0.28528085,0.5407248,0.24935612,0.26667836,0.11833324,0.40780702,0.26837176,0.43505868,0.23679958,0.60188895,0.29096323,26,026_SomaFM_Lounge_20250308_221135.mp3,SomaFM_Lounge,Electronic
2597.4392187247468,1112.293967466372,5672.282367151219,2059.001618510793,2788.3058407467597,408.7710270423365,0.09861769543343653,0.08790810316987095,0.20811689,0.053922813,[184.5703125],-78.115425,37.292587,77.069786,32.074547,15.676453,18.991545,31.287775,10.828279,19.010693,12.002998,3.1499941,13.828176,2.8297806,11.472985,0.8206469,12.083222,3.3854885,8.469658,4.1083317,7.844934,-1.1273677,8.096,-4.4333677,6.191124,-10.566298,7.234965,0.13431665,0.222467,0.14827378,0.16613837,0.41085434,0.312763,0.35844558,0.34032312,0.28678966,0.24936622,0.39589882,0.2564527,0.40692228,0.25375444,0.61990255,0.42476118,0.3748643,0.25872687,0.25616583,0.17222753,0.29642856,0.2947586,0.15554059,0.17194292,27,027_SomaFM_Folk_20250308_221246.mp3,SomaFM_Folk,Folk
2580.4040295504938,1210.2700209450757,5558.608054524236,2243.4428538593716,2725.098073495935,506.4010979909645,0.10175335296536378,0.0974867971399452,0.20773835,0.05227212,[184.5703125],-78.354324,37.978333,82.176605,32.611576,15.300033,23.337303,30.536049,15.867457,16.957634,11.739472,3.6417568,15.777911,1.9185904,12.517541,-0.8637671,12.509546,6.0826516,8.597627,3.9328108,7.4648485,-6.749901,8.115226,-4.363098,7.7292275,-6.6688085,7.862464,0.15011951,0.21972063,0.1369656,0.16357933,0.3644268,0.3011436,0.35690424,0.35602018,0.2744434,0.2546856,0.39909312,0.26355487,0.3709515,0.22562407,0.5785708,0.38506427,0.39801624,0.27539122,0.3273371,0.22568102,0.47375602,0.35595515,0.2316279,0.20431341,28,028_SomaFM_Folk_20250308_221340.mp3,SomaFM_Folk,Folk
1660.1646305793315,897.9440451142221,3732.3357644095877,2402.2428339386556,2078.414502314373,914.2374638562487,0.06995611515576626,0.04547940367415897,0.083153665,0.03976423,[123.046875],-208.92696,69.3528,131.27505,45.436893,-1.2581598,36.41382,10.491188,24.336287,24.080828,21.671545,1.236665,16.760502,-0.31741536,11.817259,4.5613675,10.041361,1.4542553,9.169799,1.0686398,9.295494,-0.494942,9.161934,5.4938817,10.299652,-3.4837532,7.3496976,0.4195378,0.27392757,0.29558527,0.18075699,0.43654135,0.3119525,0.30586705,0.23070686,0.33280104,0.21885648,0.49133074,0.3822065,0.38089707,0.19052,0.5992339,0.3644548,0.38203406,0.19850117,0.34734687,0.2599941,0.32223254,0.22551408,0.37818745,0.263538,29,029_SomaFM_Groove_20250308_221410.mp3,SomaFM_Groove,Electronic
2064.899195438039,608.6533485195465,4214.157850897349,1269.2965452325411,2247.1505690264153,359.7819800337547,0.0876381699883901,0.0423031434472606,0.14690545,0.048072733,[75.99954044],-81.86315,42.36054,102.47863,26.532701,-18.708752,16.448246,28.817766,12.219742,11.946459,7.930462,14.489612,9.91118,1.2034924,9.235621,2.527706,8.3480835,1.0445892,7.460085,6.9570932,7.4836087,-3.4195497,6.9474373,0.00088937953,6.2952533,-0.44159338,6.6796374,0.3137877,0.21633092,0.3168734,0.27571362,0.27763557,0.24847573,0.38846388,0.28561285,0.55613816,0.34018397,0.39902994,0.28279588,0.38071403,0.33633527,0.34100002,0.25574598,0.46808985,0.33572227,0.32217422,0.23145455,0.2710698,0.1914497,0.44496372,0.32288545,30,030_SomaFM_Indie_20250308_221440.mp3,SomaFM_Indie,Indie
